=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.02.08 17:01:49 =~=~=~=~=~=~=~=~=~=~=~=

Time, Trap_L, Pec_L
2561, 0, 0, 
2563, 0, 0, 
2566, 0, 0, 
2568, 0, 0, 
2570, 0, 0, 
2572, 0, 1, 
2574, 0, 1, 
2576, 0, 1, 
2578, 0, 0, 
2580, 0, 0, 
2582, 0, 0, 
2584, 0, 0, 
2586, 0, 0, 
2588, 0, 0, 
2590, 0, 1, 
2592, 1, 0, 
2594, 0, 0, 
2596, 0, 0, 
2598, 0, 0, 
2600, 0, 0, 
2603, 0, 0, 
2605, 0, 0, 
2607, 0, 0, 
2609, 0, 0, 
2611, 0, 0, 
2613, 0, 0, 
2615, 0, 0, 
2617, 0, 0, 
2619, 0, 0, 
2621, 0, 0, 
2623, 0, 0, 
2625, 0, 1, 
2627, 0, 0, 
2629, 0, 1, 
2631, 0, 0, 
2633, 0, 0, 
2635, 0, 1, 
2637, 0, 1, 
2639, 0, 0, 
2641, 1, 0, 
2643, 0, 0, 
2647, 0, 0, 
2649, 0, 1, 
2651, 0, 1, 
2653, 0, 0, 
2655, 0, 0, 
2657, 0, 0, 
2659, 0, 0, 
2661, 0, 0, 
2663, 0, 0, 
2665, 0, 0, 
2667, 0, 0, 
2669, 0, 1, 
2671, 0, 0, 
2673, 0, 0, 
2675, 0, 0, 
2677, 0, 0, 
2679, 0, 0, 
2681, 0, 0, 
2683, 0, 0, 
2685, 0, 0, 
2688, 0, 0, 
2690, 0, 0, 
2692, 0, 0, 
2694, 0, 0, 
2696, 0, 1, 
2698, 0, 1, 
2700, 0, 1, 
2702, 0, 0, 
2704, 0, 0, 
2706, 0, 0, 
2708, 0, 0, 
2710, 0, 0, 
2712, 0, 0, 
2714, 0, 0, 
2716, 0, 0, 
2718, 0, 0, 
2720, 0, 0, 
2722, 0, 0, 
2724, 0, 0, 
2727, 0, 0, 
2729, 0, 0, 
2732, 0, 0, 
2734, 0, 0, 
2736, 0, 0, 
2738, 0, 0, 
2740, 0, 0, 
2742, 0, 0, 
2744, 0, 0, 
2746, 0, 0, 
2748, 0, 1, 
2750, 0, 0, 
2752, 0, 0, 
2754, 0, 0, 
2756, 0, 0, 
2758, 0, 0, 
2760, 0, 0, 
2762, 0, 0, 
2764, 0, 0, 
2766, 0, 0, 
2768, 0, 0, 
2770, 0, 0, 
2772, 0, 0, 
2775, 0, 0, 
2777, 0, 0, 
2779, 0, 0, 
2781, 0, 0, 
2783, 0, 0, 
2785, 0, 1, 
2787, 0, 0, 
2789, 0, 0, 
2791, 0, 0, 
2793, 0, 0, 
2795, 0, 0, 
2797, 0, 0, 
2799, 0, 0, 
2801, 0, 0, 
2803, 0, 0, 
2805, 0, 1, 
2808, 0, 1, 
2810, 0, 0, 
2812, 1, 0, 
2814, 0, 0, 
2817, 0, 0, 
2819, 0, 0, 
2821, 0, 0, 
2823, 0, 0, 
2825, 0, 0, 
2827, 0, 0, 
2829, 0, 0, 
2831, 0, 0, 
2833, 0, 0, 
2835, 0, 0, 
2837, 0, 0, 
2839, 0, 0, 
2841, 0, 0, 
2843, 0, 0, 
2845, 0, 0, 
2847, 0, 0, 
2849, 0, 0, 
2851, 0, 0, 
2853, 0, 0, 
2855, 0, 1, 
2857, 0, 1, 
2860, 0, 0, 
2862, 0, 1, 
2864, 1, 1, 
2866, 0, 0, 
2868, 0, 0, 
2870, 0, 0, 
2872, 0, 0, 
2874, 0, 0, 
2876, 0, 0, 
2878, 0, 0, 
2880, 0, 0, 
2882, 0, 1, 
2884, 0, 0, 
2886, 0, 0, 
2889, 0, 0, 
2891, 0, 0, 
2893, 0, 0, 
2895, 0, 0, 
2897, 0, 0, 
2899, 0, 0, 
2902, 0, 0, 
2904, 0, 0, 
2906, 0, 0, 
2908, 0, 0, 
2910, 0, 0, 
2912, 0, 0, 
2914, 0, 0, 
2916, 0, 0, 
2918, 0, 1, 
2920, 0, 1, 
2922, 0, 0, 
2924, 0, 0, 
2926, 0, 0, 
2928, 0, 0, 
2930, 0, 0, 
2932, 0, 0, 
2934, 0, 0, 
2936, 0, 0, 
2938, 0, 0, 
2940, 0, 0, 
2942, 0, 0, 
2945, 0, 0, 
2947, 0, 0, 
2949, 0, 0, 
2951, 0, 0, 
2953, 0, 0, 
2955, 0, 0, 
2957, 0, 0, 
2959, 0, 0, 
2961, 0, 0, 
2963, 0, 0, 
2965, 0, 0, 
2967, 0, 0, 
2970, 0, 0, 
2972, 0, 0, 
2974, 0, 0, 
2976, 1, 0, 
2978, 0, 0, 
2980, 0, 0, 
2982, 0, 0, 
2984, 0, 0, 
2987, 0, 0, 
2989, 0, 0, 
2991, 0, 0, 
2993, 0, 0, 
2995, 0, 0, 
2997, 0, 0, 
2999, 0, 0, 
3001, 0, 0, 
3003, 0, 0, 
3005, 0, 0, 
3007, 0, 0, 
3009, 0, 0, 
3011, 0, 0, 
3013, 0, 0, 
3015, 0, 0, 
3017, 0, 0, 
3019, 0, 0, 
3021, 0, 0, 
3023, 0, 0, 
3025, 0, 0, 
3027, 0, 0, 
3030, 0, 0, 
3032, 0, 1, 
3034, 0, 0, 
3036, 0, 0, 
3038, 0, 0, 
3040, 0, 0, 
3042, 0, 0, 
3044, 0, 0, 
3046, 0, 0, 
3049, 0, 0, 
3051, 0, 0, 
3053, 0, 0, 
3055, 0, 0, 
3057, 0, 0, 
3059, 0, 0, 
3061, 0, 0, 
3063, 0, 0, 
3065, 0, 0, 
3067, 0, 0, 
3069, 0, 0, 
3072, 0, 0, 
3074, 0, 0, 
3076, 0, 0, 
3078, 0, 0, 
3080, 0, 0, 
3082, 0, 0, 
3084, 0, 0, 
3086, 0, 0, 
3088, 0, 0, 
3090, 0, 0, 
3092, 0, 0, 
3094, 0, 0, 
3096, 0, 0, 
3098, 0, 0, 
3100, 0, 0, 
3102, 0, 0, 
3104, 0, 0, 
3106, 0, 1, 
3108, 0, 0, 
3110, 0, 0, 
3112, 0, 0, 
3115, 0, 0, 
3117, 0, 0, 
3119, 0, 0, 
3121, 0, 0, 
3123, 0, 0, 
3125, 0, 0, 
3127, 0, 0, 
3129, 0, 0, 
3132, 0, 0, 
3134, 0, 0, 
3136, 0, 0, 
3138, 0, 0, 
3140, 0, 0, 
3142, 0, 0, 
3144, 0, 0, 
3146, 0, 0, 
3148, 0, 0, 
3150, 0, 0, 
3152, 0, 0, 
3154, 0, 0, 
3156, 0, 0, 
3159, 0, 0, 
3161, 0, 0, 
3163, 0, 0, 
3165, 0, 0, 
3167, 0, 0, 
3169, 0, 0, 
3171, 0, 0, 
3173, 0, 0, 
3175, 0, 0, 
3177, 0, 0, 
3179, 0, 0, 
3181, 0, 0, 
3183, 0, 0, 
3185, 0, 0, 
3187, 0, 0, 
3189, 0, 0, 
3191, 0, 0, 
3193, 0, 0, 
3195, 0, 0, 
3197, 0, 0, 
3200, 0, 0, 
3202, 0, 0, 
3204, 0, 0, 
3206, 0, 1, 
3208, 0, 1, 
3210, 0, 1, 
3213, 0, 0, 
3215, 0, 0, 
3217, 0, 0, 
3219, 0, 0, 
3221, 0, 0, 
3223, 0, 0, 
3225, 0, 1, 
3227, 1, 0, 
3229, 1, 1, 
3231, 0, 1, 
3233, 0, 0, 
3235, 0, 0, 
3237, 0, 0, 
3239, 0, 0, 
3241, 0, 0, 
3244, 0, 0, 
3246, 0, 0, 
3248, 1, 0, 
3250, 0, 0, 
3252, 0, 0, 
3254, 0, 0, 
3256, 0, 0, 
3258, 0, 0, 
3260, 0, 0, 
3262, 0, 0, 
3264, 0, 0, 
3266, 0, 0, 
3268, 0, 0, 
3270, 0, 0, 
3272, 0, 0, 
3274, 0, 0, 
3276, 0, 0, 
3278, 0, 0, 
3280, 0, 0, 
3282, 0, 0, 
3284, 0, 0, 
3287, 0, 0, 
3289, 0, 0, 
3291, 0, 0, 
3294, 0, 0, 
3296, 0, 0, 
3298, 0, 1, 
3300, 0, 0, 
3302, 0, 0, 
3304, 1, 0, 
3306, 0, 0, 
3308, 0, 0, 
3310, 0, 0, 
3312, 0, 1, 
3314, 0, 0, 
3316, 0, 0, 
3318, 0, 0, 
3320, 0, 0, 
3322, 0, 0, 
3324, 0, 0, 
3326, 0, 0, 
3329, 0, 0, 
3331, 0, 0, 
3333, 0, 1, 
3335, 1, 1, 
3337, 1, 0, 
3339, 0, 0, 
3341, 0, 0, 
3343, 0, 1, 
3345, 0, 0, 
3347, 0, 0, 
3349, 0, 0, 
3351, 0, 0, 
3353, 0, 1, 
3355, 0, 1, 
3357, 0, 0, 
3359, 0, 1, 
3361, 0, 4, 
3363, 1, 1, 
3365, 0, 0, 
3367, 0, 0, 
3369, 0, 0, 
3373, 0, 0, 
3375, 0, 1, 
3377, 0, 0, 
3379, 0, 0, 
3381, 0, 0, 
3383, 0, 0, 
3385, 0, 0, 
3387, 0, 0, 
3389, 0, 0, 
3391, 0, 1, 
3393, 1, 0, 
3395, 1, 0, 
3397, 0, 0, 
3399, 0, 0, 
3401, 0, 0, 
3403, 0, 0, 
3405, 0, 0, 
3407, 0, 0, 
3409, 0, 0, 
3411, 0, 0, 
3414, 0, 0, 
3416, 0, 0, 
3418, 0, 0, 
3420, 0, 0, 
3422, 0, 0, 
3424, 0, 0, 
3426, 0, 0, 
3428, 0, 0, 
3430, 0, 0, 
3432, 0, 0, 
3434, 0, 0, 
3436, 0, 0, 
3438, 0, 0, 
3440, 0, 0, 
3442, 1, 0, 
3444, 0, 0, 
3446, 0, 0, 
3448, 1, 0, 
3450, 0, 0, 
3453, 1, 0, 
3456, 0, 0, 
3458, 0, 1, 
3460, 0, 0, 
3462, 0, 1, 
3464, 0, 1, 
3466, 0, 1, 
3468, 0, 1, 
3470, 0, 0, 
3472, 0, 0, 
3474, 1, 0, 
3476, 0, 0, 
3478, 0, 1, 
3480, 0, 0, 
3482, 0, 0, 
3484, 0, 0, 
3486, 0, 0, 
3488, 0, 0, 
3490, 0, 0, 
3492, 0, 0, 
3494, 0, 0, 
3496, 0, 0, 
3499, 0, 0, 
3501, 0, 0, 
3503, 1, 0, 
3505, 0, 0, 
3507, 0, 0, 
3509, 0, 0, 
3511, 0, 0, 
3513, 0, 0, 
3515, 0, 0, 
3517, 0, 0, 
3519, 0, 0, 
3521, 0, 0, 
3523, 0, 0, 
3525, 0, 1, 
3527, 0, 0, 
3529, 0, 0, 
3531, 0, 1, 
3533, 0, 0, 
3536, 0, 0, 
3538, 1, 1, 
3540, 1, 0, 
3543, 0, 0, 
3545, 0, 0, 
3547, 0, 0, 
3549, 0, 0, 
3551, 0, 0, 
3553, 0, 0, 
3555, 0, 0, 
3557, 0, 0, 
3559, 0, 0, 
3561, 0, 0, 
3563, 0, 0, 
3565, 0, 0, 
3567, 0, 4, 
3569, 0, 4, 
3571, 0, 0, 
3573, 0, 0, 
3575, 0, 0, 
3577, 0, 0, 
3579, 0, 0, 
3581, 0, 0, 
3584, 1, 0, 
3586, 0, 0, 
3588, 0, 1, 
3590, 0, 0, 
3592, 0, 0, 
3594, 0, 0, 
3596, 0, 1, 
3598, 0, 0, 
3600, 0, 0, 
3602, 0, 0, 
3604, 0, 0, 
3606, 0, 0, 
3608, 0, 0, 
3610, 0, 0, 
3612, 0, 0, 
3614, 0, 1, 
3617, 0, 0, 
3619, 0, 0, 
3621, 0, 0, 
3623, 0, 1, 
3625, 0, 0, 
3628, 1, 0, 
3630, 0, 0, 
3632, 0, 0, 
3634, 0, 0, 
3636, 0, 0, 
3638, 0, 1, 
3640, 0, 1, 
3642, 0, 0, 
3644, 0, 0, 
3646, 0, 0, 
3648, 0, 0, 
3650, 0, 0, 
3652, 0, 0, 
3654, 0, 0, 
3656, 0, 0, 
3658, 1, 0, 
3660, 0, 0, 
3662, 0, 0, 
3664, 0, 0, 
3666, 0, 0, 
3668, 0, 0, 
3671, 0, 0, 
3673, 0, 0, 
3675, 0, 0, 
3677, 0, 0, 
3679, 0, 0, 
3681, 0, 0, 
3683, 0, 0, 
3685, 0, 0, 
3687, 0, 0, 
3689, 0, 0, 
3691, 0, 0, 
3693, 0, 0, 
3696, 0, 0, 
3698, 0, 0, 
3700, 0, 0, 
3702, 0, 0, 
3704, 0, 0, 
3706, 0, 0, 
3708, 0, 0, 
3710, 0, 0, 
3713, 0, 0, 
3715, 0, 1, 
3717, 0, 1, 
3719, 0, 1, 
3721, 0, 0, 
3723, 1, 0, 
3725, 0, 0, 
3727, 0, 0, 
3729, 0, 0, 
3731, 0, 0, 
3733, 0, 0, 
3735, 0, 0, 
3737, 0, 0, 
3739, 0, 0, 
3741, 0, 0, 
3743, 0, 0, 
3745, 0, 0, 
3747, 0, 0, 
3749, 0, 0, 
3751, 0, 0, 
3753, 0, 0, 
3756, 0, 1, 
3758, 0, 1, 
3760, 0, 1, 
3762, 0, 4, 
3764, 0, 0, 
3766, 0, 0, 
3768, 0, 0, 
3770, 0, 0, 
3772, 0, 0, 
3774, 0, 0, 
3777, 0, 0, 
3779, 0, 0, 
3781, 0, 0, 
3783, 0, 0, 
3785, 0, 0, 
3787, 0, 0, 
3789, 0, 0, 
3791, 0, 0, 
3793, 0, 0, 
3795, 0, 0, 
3798, 0, 0, 
3800, 0, 1, 
3802, 0, 0, 
3804, 1, 0, 
3806, 0, 0, 
3808, 0, 1, 
3810, 0, 1, 
3812, 0, 0, 
3814, 0, 0, 
3816, 1, 0, 
3818, 0, 0, 
3820, 0, 0, 
3822, 0, 0, 
3824, 0, 0, 
3826, 0, 0, 
3828, 0, 0, 
3830, 0, 0, 
3832, 0, 0, 
3834, 0, 1, 
3836, 0, 0, 
3838, 1, 0, 
3841, 1, 4, 
3843, 0, 0, 
3845, 1, 16, 
3847, 4, 9, 
3849, 1, 121, 
3851, 4, 25, 
3853, 4, 0, 
3855, 0, 4, 
3858, 0, 0, 
3860, 1, 4, 
3862, 1, 9, 
3864, 1, 4, 
3866, 0, 1, 
3868, 0, 16, 
3870, 0, 1, 
3872, 1, 0, 
3874, 0, 0, 
3876, 0, 0, 
3878, 0, 4, 
3880, 0, 9, 
3883, 0, 1, 
3885, 1, 0, 
3887, 0, 1, 
3889, 0, 0, 
3891, 1, 64, 
3893, 0, 1, 
3895, 4, 4, 
3897, 0, 0, 
3899, 0, 1, 
3901, 0, 0, 
3903, 1, 0, 
3905, 0, 0, 
3907, 1, 0, 
3909, 0, 0, 
3911, 0, 0, 
3913, 1, 0, 
3915, 0, 0, 
3917, 0, 0, 
3919, 0, 0, 
3921, 0, 0, 
3923, 0, 1, 
3926, 0, 0, 
3928, 0, 0, 
3930, 0, 0, 
3932, 0, 0, 
3934, 0, 0, 
3936, 0, 0, 
3939, 0, 0, 
3941, 0, 0, 
3943, 0, 0, 
3945, 0, 0, 
3947, 0, 0, 
3949, 0, 0, 
3951, 0, 0, 
3953, 0, 0, 
3955, 0, 0, 
3957, 0, 0, 
3959, 0, 0, 
3961, 0, 0, 
3963, 1, 0, 
3965, 0, 0, 
3968, 0, 36, 
3970, 0, 1, 
3972, 1, 144, 
3974, 1, 4, 
3976, 4, 16, 
3978, 1, 9, 
3980, 0, 0, 
3982, 0, 9, 
3984, 0, 4, 
3986, 0, 0, 
3988, 0, 4, 
3990, 0, 4, 
3992, 0, 1, 
3994, 0, 1, 
3996, 0, 0, 
3998, 0, 0, 
4000, 0, 1, 
4002, 0, 1, 
4004, 0, 16, 
4006, 0, 9, 
4008, 1, 100, 
4011, 9, 9, 
4013, 1, 1, 
4015, 1, 16, 
4017, 0, 1, 
4020, 0, 1, 
4022, 1, 0, 
4024, 0, 0, 
4026, 0, 0, 
4028, 0, 0, 
4030, 0, 1, 
4032, 0, 9, 
4034, 0, 4, 
4036, 0, 36, 
4038, 0, 9, 
4040, 0, 4, 
4042, 1, 0, 
4044, 1, 1, 
4046, 0, 1, 
4048, 0, 1, 
4050, 0, 0, 
4052, 0, 0, 
4055, 0, 1, 
4057, 1, 0, 
4059, 1, 0, 
4061, 1, 0, 
4063, 0, 16, 
4065, 4, 36, 
4067, 0, 81, 
4069, 9, 1, 
4071, 0, 4, 
4073, 4, 1, 
4075, 0, 1, 
4077, 0, 9, 
4079, 1, 16, 
4081, 0, 9, 
4083, 0, 9, 
4085, 1, 0, 
4087, 1, 1, 
4089, 0, 4, 
4091, 4, 9, 
4093, 0, 4, 
4096, 0, 16, 
4098, 1, 100, 
4101, 4, 49, 
4103, 16, 196, 
4105, 1, 49, 
4107, 16, 36, 
4109, 1, 1, 
4111, 1, 1, 
4113, 9, 64, 
4115, 4, 16, 
4117, 16, 25, 
4119, 9, 16, 
4121, 1, 4, 
4123, 4, 0, 
4125, 1, 9, 
4127, 1, 0, 
4129, 9, 1, 
4131, 1, 0, 
4133, 1, 0, 
4135, 1, 1, 
4137, 0, 0, 
4140, 1, 0, 
4142, 0, 0, 
4144, 1, 1, 
4146, 1, 0, 
4148, 0, 4, 
4150, 4, 1, 
4152, 0, 1, 
4154, 1, 1, 
4156, 0, 1, 
4158, 0, 0, 
4160, 4, 1, 
4162, 0, 0, 
4164, 0, 9, 
4166, 1, 9, 
4168, 0, 121, 
4170, 4, 9, 
4172, 1, 256, 
4174, 9, 1, 
4176, 4, 0, 
4178, 4, 1, 
4180, 9, 0, 
4183, 1, 4, 
4185, 4, 9, 
4188, 4, 0, 
4190, 1, 0, 
4192, 1, 9, 
4194, 1, 9, 
4196, 1, 16, 
4198, 0, 16, 
4200, 0, 1, 
4202, 1, 4, 
4204, 1, 64, 
4206, 4, 0, 
4208, 0, 1, 
4210, 4, 1, 
4212, 0, 49, 
4214, 0, 64, 
4216, 9, 9, 
4218, 1, 16, 
4220, 1, 49, 
4222, 0, 9, 
4225, 0, 49, 
4227, 4, 81, 
4229, 0, 100, 
4231, 4, 16, 
4233, 0, 9, 
4235, 4, 0, 
4237, 0, 0, 
4239, 0, 1, 
4241, 1, 0, 
4243, 1, 0, 
4245, 1, 1, 
4247, 0, 0, 
4249, 1, 0, 
4251, 0, 1, 
4253, 0, 0, 
4255, 0, 9, 
4257, 1, 49, 
4259, 4, 9, 
4261, 0, 256, 
4263, 9, 1, 
4265, 9, 225, 
4268, 4, 0, 
4270, 9, 25, 
4273, 4, 1, 
4275, 0, 1, 
4277, 0, 9, 
4279, 4, 1, 
4281, 1, 9, 
4283, 0, 1, 
4285, 0, 49, 
4287, 1, 4, 
4289, 9, 16, 
4291, 0, 64, 
4293, 4, 4, 
4295, 0, 4, 
4297, 0, 0, 
4299, 0, 25, 
4301, 4, 4, 
4303, 9, 0, 
4305, 1, 1, 
4307, 1, 16, 
4310, 1, 9, 
4312, 1, 0, 
4314, 1, 0, 
4316, 1, 4, 
4318, 0, 0, 
4320, 1, 4, 
4322, 1, 25, 
4324, 0, 9, 
4326, 4, 0, 
4328, 0, 0, 
4330, 0, 1, 
4332, 4, 9, 
4334, 0, 1, 
4336, 4, 0, 
4338, 1, 1, 
4340, 0, 9, 
4342, 0, 144, 
4344, 1, 256, 
4346, 16, 1, 
4348, 16, 64, 
4350, 1, 36, 
4353, 4, 100, 
4356, 1, 225, 
4358, 4, 484, 
4360, 4, 289, 
4362, 36, 196, 
4364, 0, 16, 
4366, 1, 1, 
4368, 9, 0, 
4370, 1, 36, 
4372, 4, 16, 
4374, 4, 121, 
4376, 1, 0, 
4378, 9, 0, 
4380, 4, 1, 
4382, 0, 64, 
4384, 4, 9, 
4386, 0, 9, 
4388, 1, 100, 
4390, 1, 4, 
4392, 9, 4, 
4395, 0, 9, 
4397, 1, 1, 
4399, 4, 1, 
4401, 1, 324, 
4403, 1, 225, 
4405, 25, 36, 
4407, 1, 49, 
4409, 16, 36, 
4411, 0, 9, 
4413, 0, 16, 
4415, 1, 0, 
4417, 1, 4, 
4419, 0, 100, 
4421, 4, 196, 
4423, 16, 36, 
4425, 1, 49, 
4427, 0, 121, 
4429, 1, 4, 
4431, 4, 4, 
4433, 1, 16, 
4435, 1, 1, 
4438, 0, 0, 
4440, 0, 9, 
4442, 0, 4, 
4445, 1, 100, 
4447, 1, 9, 
4449, 9, 324, 
4451, 1, 361, 
4453, 25, 169, 
4455, 1, 9, 
4457, 4, 36, 
4459, 1, 1, 
4461, 0, 0, 
4463, 0, 1, 
4465, 1, 0, 
4467, 0, 9, 
4469, 0, 0, 
4471, 0, 0, 
4473, 0, 1, 
4475, 0, 16, 
4477, 0, 16, 
4480, 0, 36, 
4482, 0, 49, 
4484, 4, 0, 
4486, 1, 25, 
4488, 1, 9, 
4490, 1, 49, 
4492, 1, 225, 
4494, 9, 16, 
4496, 0, 256, 
4498, 9, 25, 
4500, 4, 25, 
4502, 1, 49, 
4504, 1, 16, 
4506, 16, 4, 
4508, 0, 1, 
4510, 0, 9, 
4512, 16, 49, 
4514, 0, 4, 
4516, 0, 81, 
4518, 1, 0, 
4520, 4, 1, 
4523, 0, 49, 
4525, 1, 9, 
4527, 1, 16, 
4529, 0, 1, 
4531, 1, 36, 
4533, 1, 4, 
4535, 4, 81, 
4537, 1, 36, 
4539, 4, 16, 
4542, 1, 49, 
4544, 1, 16, 
4546, 0, 0, 
4548, 0, 121, 
4550, 1, 25, 
4552, 1, 169, 
4554, 1, 100, 
4556, 16, 225, 
4558, 1, 100, 
4560, 36, 1, 
4562, 1, 16, 
4564, 4, 4, 
4567, 1, 16, 
4569, 0, 25, 
4571, 1, 49, 
4573, 0, 4, 
4575, 0, 1, 
4577, 4, 0, 
4579, 0, 25, 
4581, 1, 1, 
4583, 1, 4, 
4585, 0, 4, 
4587, 0, 9, 
4589, 0, 4, 
4591, 0, 25, 
4593, 1, 0, 
4595, 1, 1, 
4597, 1, 4, 
4599, 0, 49, 
4601, 0, 9, 
4603, 0, 144, 
4605, 4, 25, 
4608, 0, 121, 
4610, 16, 121, 
4612, 0, 225, 
4614, 9, 1, 
4616, 1, 9, 
4618, 1, 4, 
4620, 4, 64, 
4622, 1, 4, 
4624, 0, 16, 
4626, 0, 36, 
4629, 1, 1, 
4631, 0, 49, 
4633, 1, 9, 
4635, 0, 49, 
4637, 1, 1, 
4639, 0, 4, 
4641, 1, 25, 
4643, 4, 4, 
4645, 0, 4, 
4647, 1, 0, 
4649, 1, 9, 
4652, 4, 1, 
4654, 0, 1, 
4656, 0, 1, 
4658, 1, 16, 
4660, 1, 49, 
4662, 0, 49, 
4664, 0, 16, 
4666, 1, 100, 
4668, 0, 25, 
4670, 1, 225, 
4672, 1, 0, 
4674, 16, 144, 
4676, 1, 0, 
4678, 4, 4, 
4680, 1, 0, 
4682, 1, 196, 
4684, 0, 4, 
4686, 25, 100, 
4688, 1, 1, 
4690, 16, 4, 
4692, 9, 9, 
4695, 0, 1, 
4697, 16, 16, 
4699, 1, 0, 
4701, 0, 49, 
4703, 1, 1, 
4705, 4, 1, 
4707, 1, 0, 
4709, 1, 1, 
4711, 0, 9, 
4713, 0, 4, 
4716, 0, 64, 
4718, 1, 81, 
4720, 9, 64, 
4722, 4, 256, 
4724, 1, 361, 
4726, 16, 16, 
4728, 0, 4, 
4730, 4, 1, 
4732, 4, 1, 
4734, 0, 9, 
4737, 1, 1, 
4739, 1, 1, 
4741, 0, 81, 
4743, 9, 9, 
4745, 0, 196, 
4747, 16, 0, 
4749, 0, 36, 
4751, 4, 0, 
4753, 4, 0, 
4755, 1, 1, 
4757, 4, 1, 
4759, 0, 4, 
4761, 0, 0, 
4763, 4, 0, 
4765, 0, 4, 
4767, 1, 0, 
4769, 1, 225, 
4771, 4, 121, 
4773, 9, 9, 
4775, 1, 81, 
4777, 0, 400, 
4780, 9, 16, 
4782, 9, 16, 
4784, 1, 25, 
4786, 0, 1, 
4788, 0, 49, 
4790, 4, 4, 
4792, 0, 25, 
4794, 1, 36, 
4796, 0, 64, 
4798, 0, 64, 
4800, 9, 256, 
4802, 0, 169, 
4804, 25, 25, 
4807, 0, 49, 
4809, 9, 0, 
4811, 0, 25, 
4813, 0, 16, 
4815, 1, 9, 
4817, 0, 169, 
4819, 4, 4, 
4822, 1, 169, 
4824, 1, 169, 
4826, 1, 9, 
4828, 0, 196, 
4830, 0, 0, 
4832, 1, 36, 
4834, 1, 9, 
4836, 1, 1, 
4838, 0, 1, 
4840, 0, 16, 
4842, 0, 9, 
4844, 1, 4, 
4846, 0, 1, 
4848, 0, 49, 
4850, 0, 64, 
4852, 1, 0, 
4854, 1, 36, 
4856, 0, 9, 
4858, 1, 9, 
4860, 0, 4, 
4862, 9, 1, 
4865, 0, 49, 
4867, 1, 9, 
4869, 4, 144, 
4871, 0, 576, 
4873, 16, 225, 
4875, 25, 36, 
4877, 1, 16, 
4879, 4, 4, 
4881, 0, 1, 
4883, 0, 225, 
4885, 4, 16, 
4887, 16, 1, 
4889, 1, 49, 
4891, 1, 1, 
4893, 9, 25, 
4896, 0, 4, 
4898, 9, 16, 
4900, 0, 49, 
4902, 1, 4, 
4904, 4, 4, 
4907, 4, 25, 
4909, 1, 0, 
4911, 4, 49, 
4913, 4, 4, 
4915, 9, 4, 
4917, 1, 64, 
4919, 4, 4, 
4921, 25, 16, 
4923, 0, 0, 
4925, 0, 9, 
4927, 9, 36, 
4929, 1, 9, 
4931, 1, 36, 
4933, 36, 81, 
4935, 16, 9, 
4937, 1, 289, 
4939, 1, 1, 
4941, 1, 81, 
4943, 1, 9, 
4945, 4, 1, 
4947, 0, 81, 
4950, 1, 25, 
4952, 4, 225, 
4954, 4, 25, 
4956, 4, 36, 
4958, 9, 1, 
4960, 1, 4, 
4962, 4, 36, 
4964, 16, 16, 
4966, 1, 0, 
4968, 4, 16, 
4970, 4, 49, 
4972, 25, 25, 
4974, 0, 4, 
4976, 0, 1, 
4978, 4, 4, 
4980, 0, 16, 
4982, 4, 16, 
4985, 0, 81, 
4987, 0, 64, 
4989, 0, 36, 
4992, 0, 25, 
4994, 1, 1, 
4996, 0, 64, 
4998, 1, 4, 
5000, 0, 9, 
5002, 1, 0, 
5004, 0, 4, 
5006, 4, 169, 
5008, 4, 16, 
5010, 1, 121, 
5012, 1, 4, 
5014, 4, 49, 
5016, 4, 25, 
5018, 4, 1, 
5020, 0, 81, 
5022, 1, 144, 
5024, 4, 9, 
5026, 4, 25, 
5028, 4, 0, 
5030, 1, 36, 
5032, 0, 4, 
5035, 9, 225, 
5037, 4, 36, 
5039, 36, 64, 
5041, 1, 25, 
5043, 16, 121, 
5045, 1, 36, 
5047, 16, 100, 
5049, 1, 9, 
5051, 25, 1, 
5053, 0, 36, 
5055, 1, 1, 
5057, 9, 25, 
5059, 1, 144, 
5061, 9, 4, 
5063, 1, 121, 
5065, 0, 16, 
5067, 1, 9, 
5069, 1, 16, 
5071, 0, 36, 
5073, 1, 0, 
5075, 4, 100, 
5078, 1, 36, 
5081, 4, 1, 
5083, 4, 49, 
5085, 1, 9, 
5087, 0, 9, 
5089, 1, 1, 
5091, 0, 25, 
5093, 4, 49, 
5095, 4, 25, 
5097, 0, 144, 
5099, 4, 16, 
5101, 4, 0, 
5103, 0, 0, 
5105, 0, 25, 
5107, 4, 121, 
5109, 9, 4, 
5111, 4, 400, 
5113, 1, 25, 
5115, 4, 16, 
5117, 1, 16, 
5120, 0, 9, 
5122, 0, 1, 
5124, 1, 100, 
5126, 1, 144, 
5128, 1, 1, 
5130, 9, 1, 
5132, 0, 1, 
5134, 0, 36, 
5136, 4, 16, 
5138, 4, 0, 
5140, 0, 9, 
5142, 0, 36, 
5144, 4, 49, 
5146, 0, 1, 
5148, 0, 100, 
5150, 0, 16, 
5152, 1, 0, 
5154, 0, 1, 
5156, 0, 36, 
5158, 0, 36, 
5160, 4, 0, 
5163, 9, 0, 
5165, 0, 4, 
5168, 0, 49, 
5170, 1, 64, 
5172, 4, 16, 
5174, 0, 1, 
5176, 9, 1, 
5178, 0, 4, 
5180, 0, 49, 
5182, 1, 36, 
